scientificName,IUCN_Species_Code,IUCN_common_name,altcommonNames,Synonym,eBird_Species_Code,eBird_common_name,IOC_common_name
Emberiza caesia,22720920,Cretzschmar's Bunting,,,crebun2,Cretzschmar's Bunting,Cretzschmar's Bunting
Emberiza calandra,22721020,Corn Bunting,,"Emberiza calandra, Miliaria calandra",corbun1,Corn Bunting,Corn Bunting
Emberiza capensis,22720944,Cape Bunting,,,capbun1,Cape Bunting,Cape Bunting
Emberiza chrysophrys,22720957,Yellow-browed Bunting,,,yebbun1,Yellow-browed Bunting,Yellow-browed Bunting
Emberiza cia,22720894,Rock Bunting,European Rock Bunting,,rocbun1,Rock Bunting,Rock Bunting
Emberiza cineracea,22720912,Cinereous Bunting,,,cinbun1,Cinereous Bunting,Cinereous Bunting
Emberiza cioides,22720902,Meadow Bunting,,,meabun1,Meadow Bunting,Meadow Bunting
Emberiza cirlus,22720888,Cirl Bunting,,,cirbun1,Cirl Bunting,Cirl Bunting
Emberiza citrinella,22720878,Yellowhammer,,,yellow2,Yellowhammer,Yellowhammer
Emberiza elegans,22720963,Yellow-throated Bunting,,,yetbun1,Yellow-throated Bunting,Yellow-throated Bunting
Emberiza flaviventris,22720972,Golden-breasted Bunting,African Golden-breasted Bunting,,gobbun1,Golden-breasted Bunting,Golden-breasted Bunting
Emberiza fucata,22720951,Chestnut-eared Bunting,,,chebun2,Chestnut-eared Bunting,Chestnut-eared Bunting
Emberiza godlewskii,22720899,Godlewski's Bunting,,,godbun1,Godlewski's Bunting,Godlewski's Bunting
Emberiza goslingi,103767684,Grey-throated Bunting,,,gosbun1,Gosling's Bunting,Gosling's Bunting
Emberiza hortulana,22720916,Ortolan Bunting,,,ortbun1,Ortolan Bunting,Ortolan Bunting
Emberiza impetuani,22720931,Lark-like Bunting,,,lalbun1,Lark-like Bunting,Lark-like Bunting
Emberiza jankowskii,22720905,Jankowski's Bunting,Rufous-backed Bunting,,rubbun1,Rufous-backed Bunting,Jankowski's Bunting
Emberiza koslowi,22720891,Tibetan Bunting,,,tibbun1,Tibetan Bunting,Tibetan Bunting
Emberiza lathami,22720872,Crested Bunting,,Melophus lathami,crebun1,Crested Bunting,Crested Bunting
Emberiza leucocephalos,22720881,Pine Bunting,,,pinbun,Pine Bunting,Pine Bunting
Emberiza melanocephala,22720990,Black-headed Bunting,,,blhbun1,Black-headed Bunting,Black-headed Bunting
Emberiza pallasi,22721007,Pallas's Bunting,"Pallas's Reed Bunting, Pallas's Reed Hunting",,palbun,Pallas's Bunting,Pallas's Reed Bunting
Emberiza personata,103768261,Masked Bunting,,,bkfbun2,Masked Bunting,Masked Bunting
Emberiza poliopleura,22720977,Somali Bunting,Somali Golden-breasted Bunting,,sombun1,Somali Bunting,Somali Bunting
Emberiza pusilla,22720954,Little Bunting,,,litbun,Little Bunting,Little Bunting
Emberiza rustica,22720960,Rustic Bunting,,,rusbun,Rustic Bunting,Rustic Bunting
Emberiza rutila,22720969,Chestnut Bunting,,,chebun1,Chestnut Bunting,Chestnut Bunting
Emberiza sahari,22734808,House Bunting,,,houbun3,House Bunting,House Bunting
Emberiza schoeniclus,22721012,Reed Bunting,Common Reed Bunting,,reebun,Reed Bunting,Common Reed Bunting
Emberiza siemsseni,22720875,Slaty Bunting,,Latoucheornis siemsseni,slabun1,Slaty Bunting,Slaty Bunting
Emberiza socotrana,22720940,Socotra Bunting,,,socbun1,Socotra Bunting,Socotra Bunting
Emberiza spodocephala,103768039,Black-faced Bunting,,,bkfbun1,Black-faced Bunting,Black-faced Bunting
Emberiza stewarti,22720884,White-capped Bunting,Chestnut-breasted Bunting,,chbbun1,White-capped Bunting,White-capped Bunting
Emberiza striolata,22735007,Striolated Bunting,Mountain Bunting,,houbun2,Striolated Bunting,Striolated Bunting
Emberiza sulphurata,22720996,Yellow Bunting,Japanese Yellow Bunting,,yelbun1,Yellow Bunting,Yellow Bunting
Emberiza tahapisi,103767669,Cinnamon-breasted Bunting,,,cibbun1,Cinnamon-breasted Bunting,Cinnamon-breasted Bunting
Emberiza tristrami,22720948,Tristram's Bunting,,,tribun1,Tristram's Bunting,Tristram's Bunting
Emberiza variabilis,22721003,Grey Bunting,Gray Bunting,,grybun,Gray Bunting,Grey Bunting
Emberiza yessoensis,22721016,Ochre-rumped Bunting,Japanese Reed Bunting,,ocrbun1,Ochre-rumped Bunting,Japanese Reed Bunting
Emberizoides duidae,22723375,Duida Grass-finch,"Duida Grass Finch, Duida Grass-Finch",,dugfin1,Duida Grass-Finch,Duida Grass Finch
Emberizoides herbicola,22723370,Wedge-tailed Grass-finch,"Wedge-tailed Grass Finch, Wedge-tailed Grass-Finch",,wtgfin1,Wedge-tailed Grass-Finch,Wedge-tailed Grass Finch
Emberizoides ypiranganus,22723380,Lesser Grass-finch,"Grey-cheeked Grass-finch, Grey-cheeked Grass-Finch, Lesser Grass Finch",,lesgrf1,Lesser Grass-Finch,Lesser Grass Finch
Embernagra longicauda,22723391,Pale-throated Pampa-finch,"Pale-throated Pampa-Finch, Serra Finch",,ptpfin1,Pale-throated Pampa-Finch,Serra Finch
Embernagra platensis,22723386,Great Pampa-finch,"Great Pampa-Finch, Pampa Finch",,grpfin1,Great Pampa-Finch,Pampa Finch
Emblema pictum,22719650,Painted Finch,Painted Firetail,,paifir1,Painted Firetail,Painted Finch
Eminia lepida,22713847,Grey-capped Warbler,,,gycwar3,Gray-capped Warbler,Grey-capped Warbler
Empidonax affinis,22699868,Pine Flycatcher,,,pinfly1,Pine Flycatcher,Pine Flycatcher
Empidonax albigularis,22699851,White-throated Flycatcher,,,whtfly1,White-throated Flycatcher,White-throated Flycatcher
Empidonax alnorum,22699845,Alder Flycatcher,,,aldfly,Alder Flycatcher,Alder Flycatcher
Empidonax atriceps,22699883,Black-capped Flycatcher,,,blcfly1,Black-capped Flycatcher,Black-capped Flycatcher
Empidonax difficilis,22699871,Pacific-slope Flycatcher,,,pasfly,Pacific-slope Flycatcher,Pacific-slope Flycatcher
Empidonax flavescens,22699877,Yellowish Flycatcher,,,yelfly1,Yellowish Flycatcher,Yellowish Flycatcher
Empidonax flaviventris,22699839,Yellow-bellied Flycatcher,,,yebfly,Yellow-bellied Flycatcher,Yellow-bellied Flycatcher
Empidonax fulvifrons,22699880,Buff-breasted Flycatcher,,,bubfly,Buff-breasted Flycatcher,Buff-breasted Flycatcher
Empidonax hammondii,22699857,Hammond's Flycatcher,,,hamfly,Hammond's Flycatcher,Hammond's Flycatcher
Empidonax minimus,22699854,Least Flycatcher,,,leafly,Least Flycatcher,Least Flycatcher
Empidonax oberholseri,22699864,American Dusky Flycatcher,Dusky Flycatcher,,dusfly,Dusky Flycatcher,American Dusky Flycatcher
Empidonax occidentalis,22699874,Cordilleran Flycatcher,,,corfly,Cordilleran Flycatcher,Cordilleran Flycatcher
Empidonax traillii,22699848,Willow Flycatcher,,,wilfly,Willow Flycatcher,Willow Flycatcher
Empidonax virescens,22699842,Acadian Flycatcher,,,acafly,Acadian Flycatcher,Acadian Flycatcher
Empidonax wrightii,22699860,American Grey Flycatcher,"Gray Flycatcher, Grey Flycatcher",,gryfly,Gray Flycatcher,American Grey Flycatcher
Empidonomus varius,22700520,Variegated Flycatcher,,,varfly,Variegated Flycatcher,Variegated Flycatcher
Empidornis semipartitus,22709031,Silverbird,,"Empidornis semipartitus, Melaenornis semipartitus",silver1,Silverbird,
Enicognathus ferrugineus,22685888,Austral Parakeet,,,auspar1,Austral Parakeet,Austral Parakeet
Enicognathus leptorhynchus,22685891,Slender-billed Parakeet,Slender-billed Conure,,slbpar1,Slender-billed Parakeet,Slender-billed Parakeet
Enicurus immaculatus,22710132,Black-backed Forktail,,,blbfor1,Black-backed Forktail,Black-backed Forktail
Enicurus leschenaulti,22710138,White-crowned Forktail,,,whcfor1,White-crowned Forktail,White-crowned Forktail
Enicurus maculatus,22710141,Spotted Forktail,,,spofor1,Spotted Forktail,Spotted Forktail
Enicurus ruficapillus,22710129,Chestnut-naped Forktail,,,chnfor1,Chestnut-naped Forktail,Chestnut-naped Forktail
Enicurus schistaceus,22710135,Slaty-backed Forktail,,,slbfor1,Slaty-backed Forktail,Slaty-backed Forktail
Enicurus scouleri,22710123,Little Forktail,,,litfor1,Little Forktail,Little Forktail
Enicurus velatus,22710126,Sunda Forktail,,,sunfor1,Sunda Forktail,Sunda Forktail
Enodes erythrophris,22710997,Fiery-browed Starling,Fiery-browed Myna,,fibmyn1,Fiery-browed Myna,Fiery-browed Starling
Ensifera ensifera,22687854,Sword-billed Hummingbird,,,swbhum1,Sword-billed Hummingbird,Sword-billed Hummingbird
Entomodestes coracinus,22708624,Black Solitaire,,,blasol1,Black Solitaire,Black Solitaire
Entomodestes leucotis,22708621,White-eared Solitaire,,,whesol1,White-eared Solitaire,White-eared Solitaire
Entomyzon albipennis,103685045,White-quilled Honeyeater,,,,,
Entomyzon cyanotis,103685011,Blue-faced Honeyeater,,,blfhon1,Blue-faced Honeyeater,Blue-faced Honeyeater
Eolophus roseicapilla,22684758,Galah,,"Eolophus roseicapillus, Cacatua roseicapilla",galah,Galah,Galah
Eophona migratoria,22720684,Chinese Grosbeak,Yellow-billed Grosbeak,,yebgro1,Yellow-billed Grosbeak,Chinese Grosbeak
Eophona personata,22720687,Japanese Grosbeak,,,japgro1,Japanese Grosbeak,Japanese Grosbeak
Eopsaltria australis,22704849,Eastern Yellow Robin,Yellow Robin,,yelrob1,Eastern Yellow Robin,Eastern Yellow Robin
Eopsaltria griseogularis,22704853,Western Yellow Robin,Grey-breasted Robin,,gybrob1,Western Yellow Robin,Western Yellow Robin
Eos bornea,22684509,Red Lory,,Eos borneo borneo,redlor1,Red Lory,Red Lory
Eos cyanogenia,22684519,Black-winged Lory,Biak Red Lory,,blwlor1,Black-winged Lory,Black-winged Lory
Eos histrio,22684502,Red-and-blue Lory,,,rablor1,Red-and-blue Lory,Red-and-blue Lory
Eos reticulata,22684515,Blue-streaked Lory,,,blslor1,Blue-streaked Lory,Blue-streaked Lory
Eos semilarvata,22684524,Blue-eared Lory,,,blelor1,Blue-eared Lory,Blue-eared Lory
Eos squamata,22684506,Violet-necked Lory,,,vinlor1,Violet-necked Lory,Violet-necked Lory
Ephippiorhynchus asiaticus,22697702,Black-necked Stork,,Xenorhynchus  asiaticus ,blnsto1,Black-necked Stork,Black-necked Stork
Ephippiorhynchus senegalensis,22697706,Saddlebill,Saddle-billed Stork,,sabsto1,Saddle-billed Stork,Saddle-billed Stork
Ephippiospingus dorsalis,22723090,Red-backed Sierra-finch,"Red-backed Sierra Finch, Red-backed Sierra-Finch",Phrygilus dorsalis,,,
Ephippiospingus erythronotus,22723095,White-throated Sierra-finch,"White-throated Sierra Finch, White-throated Sierra-Finch",Phrygilus erythronotus,,,
Epimachus fastosus,22706151,Black Sicklebill,,Epimachus fastuosus,blasic1,Black Sicklebill,Black Sicklebill
Epimachus meyeri,22706154,Brown Sicklebill,,,brosic1,Brown Sicklebill,Brown Sicklebill
Epinecrophylla amazonica,103657368,Eastern Stipple-throated Antwren,,,madant1,Rio Madeira Stipplethroat,Rio Madeira Stipplethroat
Epinecrophylla erythrura,22701494,Rufous-tailed Antwren,,,rutant3,Rufous-tailed Stipplethroat,Rufous-tailed Stipplethroat
Epinecrophylla fulviventris,22701469,Checker-throated Antwren,,,chtant1,Checker-throated Stipplethroat,Checker-throated Stipplethroat
Epinecrophylla gutturalis,22701466,Brown-bellied Antwren,,Myrmotherula gutturalis,brbant2,Brown-bellied Stipplethroat,Brown-bellied Stipplethroat
Epinecrophylla haematonota,103657355,Western Stipple-throated Antwren,,Epinecrophylla fjeldsaai,rubsti1,Rufous-backed Stipplethroat,Rufous-backed Stipplethroat
Epinecrophylla hoffmannsi,103657286,Eastern Ornate Antwren,,,,,
Epinecrophylla leucophthalma,22701474,White-eyed Antwren,,,wheant1,White-eyed Stipplethroat,White-eyed Stipplethroat
Epinecrophylla ornata,103657276,Western Ornate Antwren,,,ornant1,Ornate Stipplethroat,Ornate Stipplethroat
Epinecrophylla spodionota,22701484,Foothill Antwren,,,fooant1,Foothill Stipplethroat,Foothill Stipplethroat
Epthianura albifrons,22704484,White-fronted Chat,,,whfcha1,White-fronted Chat,White-fronted Chat
Epthianura aurifrons,22704478,Orange Chat,,,oracha1,Orange Chat,Orange Chat
Epthianura crocea,22704481,Yellow Chat,,,yelcha1,Yellow Chat,Yellow Chat
Epthianura tricolor,22704475,Crimson Chat,,,cricha1,Crimson Chat,Crimson Chat
Eremalauda dunni,103765809,Dunn's Lark,,,dunlar1,Dunn's Lark,Dunn's Lark
Eremalauda eremodites,103765827,Arabian Lark,,,dunlar4,Arabian Lark,Arabian Lark
Eremomela atricollis,22715068,Black-necked Eremomela,Black-collared Eremomela,,blnere1,Black-necked Eremomela,Black-necked Eremomela
Eremomela badiceps,22715060,Rufous-crowned Eremomela,,,rucere1,Rufous-crowned Eremomela,Rufous-crowned Eremomela
Eremomela canescens,22715045,Green-backed Eremomela,,,grbere1,Green-backed Eremomela,Green-backed Eremomela
Eremomela flavicrissalis,22715034,Yellow-vented Eremomela,,,yevere1,Yellow-vented Eremomela,Yellow-vented Eremomela
Eremomela gregalis,22715055,Karoo Eremomela,Yellow-rumped Eremomela,,yerere1,Yellow-rumped Eremomela,Karoo Eremomela
Eremomela icteropygialis,22715023,Yellow-bellied Eremomela,,,yebere1,Yellow-bellied Eremomela,Yellow-bellied Eremomela
Eremomela pusilla,22730969,Senegal Eremomela,,,senere1,Senegal Eremomela,Senegal Eremomela
Eremomela scotops,22715050,Green-capped Eremomela,Greencap Eremomela,,greere1,Greencap Eremomela,Green-capped Eremomela
Eremomela turneri,22715064,Turner's Eremomela,,,turere1,Turner's Eremomela,Turner's Eremomela
Eremomela usticollis,22715073,Burnt-necked Eremomela,Burnt-neck Eremomela,,bunere1,Burnt-neck Eremomela,Burnt-necked Eremomela
Eremophila alpestris,22717434,Horned Lark,Shore Lark,,horlar,Horned Lark,Horned Lark
Eremophila bilopha,22717438,Temminck's Lark,Temminck's Horned Lark,,temlar1,Temminck's Lark,Temminck's Lark
Eremopterix australis,22717197,Black-eared Sparrow-lark,Black-eared Sparrow-Lark,,beslar1,Black-eared Sparrow-Lark,Black-eared Sparrow-Lark
Eremopterix griseus,22717228,Ashy-crowned Sparrow-lark,Ashy-crowned Sparrow-Lark,Eremopterix grisea,ascspl1,Ashy-crowned Sparrow-Lark,Ashy-crowned Sparrow-Lark
Eremopterix hova,22717018,Madagascar Lark,Madagascar Bush Lark,Mirafra hova,madlar1,Madagascar Lark,Madagascar Lark
Eremopterix leucopareia,22717207,Fischer's Sparrow-lark,Fischer's Sparrow-Lark,,fislar1,Fischer's Sparrow-Lark,Fischer's Sparrow-Lark
Eremopterix leucotis,22717192,Chestnut-backed Sparrow-lark,Chestnut-backed Sparrow-Lark,,cbslar1,Chestnut-backed Sparrow-Lark,Chestnut-backed Sparrow-Lark
Eremopterix nigriceps,22717222,Black-crowned Sparrow-lark,"Black-crowned Finch Lark, Black-crowned Sparrow-Lark",,bcslar1,Black-crowned Sparrow-Lark,Black-crowned Sparrow-Lark
Eremopterix signatus,22717212,Chestnut-headed Sparrow-lark,Chestnut-headed Sparrow-Lark,Eremopterix signata,chhspl1,Chestnut-headed Sparrow-Lark,Chestnut-headed Sparrow-Lark
Eremopterix verticalis,22717202,Grey-backed Sparrow-lark,Grey-backed Sparrow-Lark,,gybspl1,Gray-backed Sparrow-Lark,Grey-backed Sparrow-Lark
Eriocnemis aline,22687944,Emerald-bellied Puffleg,,Eriocnemis alinae,embpuf1,Emerald-bellied Puffleg,Emerald-bellied Puffleg
Eriocnemis cupreoventris,22687930,Coppery-bellied Puffleg,,,cobpuf1,Coppery-bellied Puffleg,Coppery-bellied Puffleg
Eriocnemis derbyi,22687947,Black-thighed Puffleg,,,bltpuf1,Black-thighed Puffleg,Black-thighed Puffleg
Eriocnemis glaucopoides,22687936,Blue-capped Puffleg,,,blcpuf1,Blue-capped Puffleg,Blue-capped Puffleg
Eriocnemis godini,22687922,Turquoise-throated Puffleg,,,tutpuf1,Turquoise-throated Puffleg,Turquoise-throated Puffleg
Eriocnemis isabellae,22735457,Gorgeted Puffleg,,,gorpuf1,Gorgeted Puffleg,Gorgeted Puffleg
Eriocnemis luciani,61162182,Sapphire-vented Puffleg,,,savpuf1,Sapphire-vented Puffleg,Sapphire-vented Puffleg
Eriocnemis mirabilis,22687939,Colorful Puffleg,,,colpuf2,Colorful Puffleg,Colorful Puffleg
Eriocnemis mosquera,22687933,Golden-breasted Puffleg,,,gobpuf1,Golden-breasted Puffleg,Golden-breasted Puffleg
Eriocnemis nigrivestis,22687909,Black-breasted Puffleg,,,blbpuf3,Black-breasted Puffleg,Black-breasted Puffleg
Eriocnemis sapphiropygia,61162365,Coppery-naped Puffleg,,,,,
Eriocnemis vestita,22687914,Glowing Puffleg,,Eriocnemis vestitus,glopuf2,Glowing Puffleg,Glowing Puffleg
Erithacus rubecula,22709675,European Robin,Robin,,eurrob1,European Robin,European Robin
Erpornis zantholeuca,22716753,White-bellied Erpornis,White-bellied Yuhina,Yuhina zantholeuca,whbyuh1,White-bellied Erpornis,White-bellied Erpornis
Erythrocercus holochlorus,22707012,Little Yellow Flycatcher,Yellow Flycatcher,,yelfly2,Yellow Flycatcher,Little Yellow Flycatcher
Erythrocercus livingstonei,22707017,Livingstone's Flycatcher,,,livfly1,Livingstone's Flycatcher,Livingstone's Flycatcher
Erythrocercus mccallii,22707008,Chestnut-capped Flycatcher,,,chcfly1,Chestnut-capped Flycatcher,Chestnut-capped Flycatcher
Erythrogenys erythrocnemis,22735573,Black-necklaced Scimitar-babbler,,Pomatorhinus erythrocnemis,sbsbab2,Black-necklaced Scimitar-Babbler,Black-necklaced Scimitar Babbler
Erythrogenys erythrogenys,22715955,Rusty-cheeked Scimitar-babbler,"Rusty-cheeked Scimitar Babbler, Rusty-cheeked Scimitar-Babbler",Pomatorhinus erythrogenys,rcsbab1,Rusty-cheeked Scimitar-Babbler,Rusty-cheeked Scimitar Babbler
Erythrogenys gravivox,22734498,Black-streaked Scimitar-babbler,,Pomatorhinus gravivox,bksscb1,Black-streaked Scimitar-Babbler,Black-streaked Scimitar Babbler
Erythrogenys hypoleucos,22715943,Large Scimitar-babbler,"Large Scimitar Babbler, Large Scimitar-Babbler",Pomatorhinus hypoleucos,lasbab1,Large Scimitar-Babbler,Large Scimitar Babbler
Erythrogenys mcclellandi,22734503,Spot-breasted Scimitar-babbler,,Pomatorhinus mcclellandi,spbscb1,Spot-breasted Scimitar-Babbler,Spot-breasted Scimitar Babbler
Erythrogenys swinhoei,22734508,Grey-sided Scimitar-babbler,,Pomatorhinus swinhoei,gysscb1,Gray-sided Scimitar-Babbler,Grey-sided Scimitar Babbler
Erythrogonys cinctus,22693903,Red-kneed Dotterel,,,rekdot1,Red-kneed Dotterel,Red-kneed Dotterel
Erythromachus leguati,22728889,Rodrigues Rail,,Aphanapteryx leguati,rodrai1,Rodrigues Rail,
Erythropitta arquata,22698659,Blue-banded Pitta,,Pitta arcuata,blbpit1,Blue-banded Pitta,Blue-banded Pitta
Erythropitta caeruleitorques,103656367,Sangihe Pitta,,,sanpit1,Sangihe Pitta,Sangihe Pitta
Erythropitta celebensis,103656387,Sulawesi Pitta,,,sulpit3,Sulawesi Pitta,Sulawesi Pitta
Erythropitta dohertyi,22698656,Sula Pitta,,Pitta dohertyi,sulpit1,Sula Pitta,Sula Pitta
Erythropitta erythrogaster,103656341,Philippine Pitta,,Pitta erythrogaster,rebpit1,Blue-breasted Pitta,Philippine Pitta
Erythropitta gazellae,103656466,New Britain Pitta,,,nebpit1,New Britain Pitta,
Erythropitta granatina,22735819,Garnet Pitta,,Pitta granatina,garpit1,Garnet Pitta,Garnet Pitta
Erythropitta inspeculata,103656357,Talaud Pitta,,,,,
Erythropitta kochi,22698648,Whiskered Pitta,Koch's Pitta,Pitta kochi,whipit1,Whiskered Pitta,Whiskered Pitta
Erythropitta macklotii,103656444,Papuan Pitta,,,pappit1,Papuan Pitta,Papuan Pitta
Erythropitta meeki,103656460,Louisiade Pitta,,,loupit1,Louisiade Pitta,Louisiade Pitta
Erythropitta novaehibernicae,103656476,New Ireland Pitta,,,neipit1,New Ireland Pitta,Bismarck Pitta
Erythropitta palliceps,103656371,Siau Pitta,,,siapit1,Siau Pitta,Siau Pitta
Erythropitta rubrinucha,103656434,South Moluccan Pitta,,,sompit1,South Moluccan Pitta,South Moluccan Pitta
Erythropitta rufiventris,103656402,North Moluccan Pitta,,,molpit1,North Moluccan Pitta,North Moluccan Pitta
Erythropitta splendida,103656470,Tabar Pitta,,,tabpit1,Tabar Pitta,
Erythropitta ussheri,22732662,Black-crowned Pitta,Black-headed Pitta,Pitta ussheri,bkhpit1,Black-crowned Pitta,Black-crowned Pitta
Erythropitta venusta,22698667,Graceful Pitta,Black-crowned Pitta,Pitta venusta,blcpit1,Graceful Pitta,Graceful Pitta
Erythrotriorchis buergersi,22695692,Chestnut-shouldered Goshawk,"Bürger's Sparrowhawk, Chestnut-mantled Goshawk, Chestnut-shouldered Hawk",,chsgos1,Chestnut-shouldered Goshawk,Chestnut-shouldered Goshawk
Erythrotriorchis radiatus,22695699,Red Goshawk,,Accipiter radiatus radiatus,redgos1,Red Goshawk,Red Goshawk
Erythrura coloria,22719716,Red-eared Parrotfinch,"Mindanao Parrotfinch, Red-eared Parrot-Finch",,reepar2,Red-eared Parrotfinch,Red-eared Parrotfinch
Erythrura cyaneovirens,106022210,Red-headed Parrotfinch,Red-headed Parrot-Finch,Erythrura regia,,,Royal Parrotfinch
Erythrura hyperythra,22719695,Tawny-breasted Parrotfinch,Tawny-breasted Parrot-Finch,,tabpar1,Tawny-breasted Parrotfinch,Tawny-breasted Parrotfinch
Erythrura kleinschmidti,22719739,Pink-billed Parrotfinch,"Pink-billed Parrot-finch, Pink-billed Parrot-Finch",,pibpar1,Pink-billed Parrotfinch,Pink-billed Parrotfinch
Erythrura papuana,22719721,Papuan Parrotfinch,Papuan Parrot-Finch,,pappar1,Papuan Parrotfinch,Papuan Parrotfinch
Erythrura pealii,22719729,Fiji Parrotfinch,,,fijpar1,Fiji Parrotfinch,Fiji Parrotfinch
Erythrura prasina,22719699,Pin-tailed Parrotfinch,Pin-tailed Parrot-Finch,,pitpar1,Pin-tailed Parrotfinch,Pin-tailed Parrotfinch
Erythrura psittacea,22719725,Red-throated Parrotfinch,Red-throated Parrot-Finch,,retpar3,Red-throated Parrotfinch,Red-throated Parrotfinch
Erythrura trichroa,22719712,Blue-faced Parrotfinch,Blue-faced Parrot-Finch,,blfpar3,Blue-faced Parrotfinch,Blue-faced Parrotfinch
Erythrura tricolor,22719707,Tricoloured Parrotfinch,"Tricolored Parrotfinch, Tricolored Parrot-Finch",,tripar1,Tricolored Parrotfinch,Tricolored Parrotfinch
