scientificName,IUCN_Species_Code,IUCN_common_name,altcommonNames,Synonym
Sitta himalayensis,22711164,White-tailed Nuthatch,,
Sitta insularis,103881687,Bahama Nuthatch,,
Sitta krueperi,22711184,Krueper's Nuthatch,Krüper's Nuthatch,
Sitta ledanti,22711179,Algerian Nuthatch,"Kabylian Nuthatch, Kabylie Nuthatch",
Sitta leucopsis,103881719,White-cheeked Nuthatch,,
Sitta magna,22711228,Giant Nuthatch,,
Sitta nagaensis,22711155,Chestnut-vented Nuthatch,,
Sitta neglecta,103880163,Burmese Nuthatch,,
Sitta neumayer,22711205,Western Rock Nuthatch,"Rock Nuthatch, Western Rock-nuthatch, Western Rock-Nuthatch",
Sitta oenochlamys,22711222,Sulphur-billed Nuthatch,,
Sitta przewalskii,103881940,Przevalski's Nuthatch,Przewalski's Nuthatch,
Sitta pusilla,103881613,Brown-headed Nuthatch,,
Sitta pygmaea,22711170,Pygmy Nuthatch,,
Sitta solangiae,22711219,Yellow-billed Nuthatch,,
Sitta tephronota,22711211,Eastern Rock Nuthatch,"Eastern Rock-nuthatch, Eastern Rock-Nuthatch",
Sitta victoriae,22711167,White-browed Nuthatch,,
Sitta villosa,22711188,Snowy-browed Nuthatch,Chinese Nuthatch,
Sitta whiteheadi,22711176,Corsican Nuthatch,,
Sitta yunnanensis,22711192,Yunnan Nuthatch,Black-masked Nuthatch,
Sittasomus griseicapillus,103661274,Eastern Olivaceous Woodcreeper,,
Sittasomus griseus,103661278,Western Olivaceous Woodcreeper,,
Sittiparus castaneoventris,103758936,Chestnut-bellied Tit,,
Sittiparus olivaceus,103758992,Iriomote Tit,,
Sittiparus owstoni,103758982,Izu Tit,,
Sittiparus semilarvatus,22711964,White-fronted Tit,,Parus semilarvatus
Sittiparus varius,103758876,Varied Tit,,
Siva cyanouroptera,22716576,Blue-winged Minla,,Minla cyanouroptera
Smicrornis brevirostris,22704662,Weebill,,
Smithornis capensis,22698707,African Broadbill,,
Smithornis rufolateralis,22698715,Rufous-sided Broadbill,,
Smithornis sharpei,22698711,Grey-headed Broadbill,,
Smutsornis africanus,22694091,Double-banded Courser,,Rhinoptilus africanus
Snowornis cryptolophus,22700838,Olivaceous Piha,,Lipaugus cryptolophus
Snowornis subalaris,22700831,Grey-tailed Piha,Gray-tailed Piha,Lipaugus subalaris
Somateria fischeri,22680412,Spectacled Eider,,
Somateria mollissima,22680405,Common Eider,Eider,
Somateria spectabilis,22680409,King Eider,,
Spartonoica maluroides,22702642,Bay-capped Wren-Spinetail,,
Spatula clypeata,22680247,Northern Shoveler,Shoveler,Anas clypeata
Spatula cyanoptera,22680233,Cinnamon Teal,,Anas cyanoptera
Spatula discors,22680229,Blue-winged Teal,,Anas discors
Spatula hottentota,22680332,Blue-billed Teal,"Hottentot Teal, Spotted Teal",Anas hottentota
Spatula platalea,22680240,Red Shoveler,,Anas platalea
Spatula puna,22680326,Puna Teal,,Anas puna
Spatula querquedula,22680313,Garganey,,Anas querquedula
Spatula rhynchotis,22680243,Australasian Shoveler,Australian Shoveler,Anas rhynchotis
Spatula smithii,22680236,Cape Shoveler,,Anas smithii
Spatula versicolor,22680329,Silver Teal,,Anas versicolor
Speculanas specularis,22680136,Spectacled Duck,Bronze-winged Duck,Anas specularis
Speculipastor bicolor,22710795,Magpie Starling,,
Spelaeornis badeigularis,22716118,Rusty-throated Wren-babbler,"Mishmi Wren-babbler, Rusty-throated Wren-Babbler",
Spelaeornis caudatus,22716112,Rufous-throated Wren-babbler,"Rufous-throated Wren-Babbler, Short-tailed Wren-babbler, Tailed Wren-babbler",
Spelaeornis chocolatinus,22735151,Naga Wren-babbler,"Long-tailed Wren-babbler, Long-tailed Wren-Babbler",
Spelaeornis kinneari,22734553,Pale-throated Wren-babbler,,
Spelaeornis longicaudatus,22716137,Tawny-breasted Wren-babbler,"Assam Wren-babbler, Tawny-breasted Wren-Babbler",
Spelaeornis oatesi,22734548,Chin Hills Wren-babbler,,
Spelaeornis reptatus,22734543,Grey-bellied Wren-babbler,,
Spelaeornis troglodytoides,22716123,Bar-winged Wren-babbler,Bar-winged Wren-Babbler,
Spermestes bicolor,105968860,Black-and-white Mannikin,"Black-and-white Munia, Red-backed Mannikin","Lonchura bicolor, Lonchura nigriceps"
Spermestes cucullata,22719782,Bronze Mannikin,Bronze Munia,Lonchura cucullata
Spermestes fringilloides,22719801,Magpie Mannikin,Magpie Munia,Lonchura fringilloides
Spermophaga haematina,22719398,Western Bluebill,Bluebill,
Spermophaga poliogenys,22719394,Grant's Bluebill,,
Spermophaga ruficapilla,22719403,Red-headed Bluebill,,
Sphecotheres hypoleucus,22706452,Wetar Figbird,,
Sphecotheres vieilloti,22706455,Australasian Figbird,,
Sphecotheres viridis,22706460,Timor Figbird,Green Figbird,
Spheniscus demersus,22697810,African Penguin,"Black-footed Penguin, Jackass Penguin",
Spheniscus humboldti,22697817,Humboldt Penguin,Peruvian Penguin,
Spheniscus magellanicus,22697822,Magellanic Penguin,,
Spheniscus mendiculus,22697825,Galapagos Penguin,Galápagos Penguin,
Sphenoeacus afer,22714647,Cape Grassbird,"Cape Grass-warbler, Cape Grass-Warbler, Grassbird",
Sphenopsis frontalis,22722230,Oleaginous Hemispingus,,Hemispingus frontalis
Sphenopsis melanotis,103823252,Black-eared Hemispingus,,
Sphenopsis ochracea,103823396,Western Hemispingus,,
Sphenopsis piurae,103823410,Piura Hemispingus,,
Sphyrapicus nuchalis,22680871,Red-naped Sapsucker,,
Sphyrapicus ruber,22680874,Red-breasted Sapsucker,,
Sphyrapicus thyroideus,22680877,Williamson's Sapsucker,,
Sphyrapicus varius,22680868,Yellow-bellied Sapsucker,,
Spilopelia chinensis,60482887,Eastern Spotted Dove,Spotted Dove,Stigmatopelia chinensis
Spilopelia senegalensis,22690445,Laughing Dove,"Laughing Turtle-Dove, Palm Dove","Streptopelia senegalensis, Stigmatopelia senegalensis"
Spilopelia suratensis,60483076,Western Spotted Dove,Spotted Dove,Stigmatopelia chinensis
Spiloptila clamans,22713697,Cricket Warbler,"Cricket Longtail, Scaly-fronted Warbler",
Spilornis cheela,22695293,Crested Serpent-eagle,Crested Serpent Eagle,
Spilornis elgini,22695323,Andaman Serpent-eagle,"Andaman Dark Serpent Eagle, Andaman Serpent Eagle, Andaman Serpent-Eagle, Dark Serpent-eagle",
Spilornis holospilus,22695318,Philippine Serpent-eagle,"Philippine Serpent Eagle, Philippine Serpent-Eagle",
Spilornis kinabaluensis,22695306,Kinabalu Serpent-eagle,"Mountain Serpent Eagle, Mountain Serpent-Eagle",
Spilornis klossi,22729465,Great Nicobar Serpent-eagle,,
Spilornis rufipectus,22695313,Sulawesi Serpent-eagle,"Sulawesi Serpent Eagle, Sulawesi Serpent-Eagle",
Spindalis dominicensis,22729097,Hispaniolan Spindalis,,
Spindalis nigricephala,22729092,Jamaican Spindalis,,
Spindalis portoricensis,22729102,Puerto Rican Spindalis,,
Spindalis zena,22722522,Western Spindalis,,
Spinus atratus,22720401,Black Siskin,,Carduelis atrata
Spinus atriceps,22720362,Black-capped Siskin,,Carduelis atriceps
Spinus barbatus,22720395,Black-chinned Siskin,,Carduelis barbata
Spinus crassirostris,22720380,Thick-billed Siskin,,Carduelis crassirostris
Spinus cucullatus,22720374,Red Siskin,,Carduelis cucullata
Spinus dominicensis,22720416,Antillean Siskin,,Carduelis dominicensis
Spinus lawrencei,22720413,Lawrence's Goldfinch,,Carduelis lawrencei
Spinus magellanicus,22720383,Hooded Siskin,,Carduelis magellanica
Spinus notatus,22720392,Black-headed Siskin,,Carduelis notata
Spinus olivaceus,22720389,Olivaceous Siskin,,Carduelis olivacea
Spinus pinus,22720359,Pine Siskin,,Carduelis pinus
Spinus psaltria,22720410,Lesser Goldfinch,,Carduelis psaltria
Spinus siemiradzkii,22720386,Saffron Siskin,,Carduelis siemiradzkii
Spinus spinescens,22720365,Andean Siskin,,Carduelis spinescens
Spinus spinus,22720354,Eurasian Siskin,"European Siskin, Siskin",Carduelis spinus
Spinus thibetanus,22720069,Tibetan Siskin,Tibetan Serin,Serinus thibetanus
Spinus tristis,22720407,American Goldfinch,,Carduelis tristis
Spinus uropygialis,22720404,Yellow-rumped Siskin,,Carduelis uropygialis
Spinus xanthogastrus,22720398,Yellow-bellied Siskin,,Carduelis xanthogastra
Spinus yarrellii,22720368,Yellow-faced Siskin,,Carduelis yarrellii
Spiza americana,22723796,Dickcissel,,
Spizaetus isidori,22696207,Black-and-chestnut Eagle,Isidor's Eagle,Oroaetus isidori
Spizaetus melanoleucus,22696120,Black-and-white Hawk-eagle,"Black-and-white Hawk-Eagle, Black-and-White Hawk-Eagle",Spizastur melanoleucus
Spizaetus ornatus,22696197,Ornate Hawk-eagle,Ornate Hawk-Eagle,
Spizaetus tyrannus,22696193,Black Hawk-eagle,Black Hawk-Eagle,
Spizella atrogularis,22721185,Black-chinned Sparrow,,
Spizella breweri,22734705,Brewer's Sparrow,,
Spizella pallida,22721165,Clay-colored Sparrow,Clay-coloured Sparrow,
Spizella passerina,22721162,Chipping Sparrow,,
Spizella pusilla,22721179,Field Sparrow,,
Spizella wortheni,22721182,Worthen's Sparrow,,
Spiziapteryx circumcincta,22696305,Spot-winged Falconet,,Spiziapteryx circumcinctus
Spizixos canifrons,22712597,Crested Finchbill,,
Spizixos semitorques,22712600,Collared Finchbill,,
Spizocorys conirostris,22717352,Pink-billed Lark,,
Spizocorys fremantlii,22717407,Short-tailed Lark,,Pseudalaemon fremantlii
Spizocorys fringillaris,22717368,Botha's Lark,,Alauda fringillaris
Spizocorys obbiensis,22717360,Obbia Lark,,
Spizocorys personata,22717364,Masked Lark,,
Spizocorys sclateri,22717356,Sclater's Lark,,
Spizocorys starki,22717372,Stark's Lark,,Eremalauda starki
Spodiopsar cineraceus,22710896,White-cheeked Starling,,Sturnus cineraceus
Spodiopsar sericeus,22710867,Red-billed Starling,,Sturnus sericeus
Spodiornis rusticus,22723122,Slaty Finch,,Haplospiza rustica
Sporathraupis cyanocephala,22722549,Blue-capped Tanager,,Thraupis cyanocephala
Sporophila albogularis,22723454,White-throated Seedeater,,
Sporophila americana,22733946,Wing-barred Seedeater,,
Sporophila angolensis,22723542,Chestnut-bellied Seed-Finch,"Lesser Seed-finch, Lesser Seed Finch",Oryzoborus angolensis
Sporophila ardesiaca,22723443,Dubois's Seedeater,,
Sporophila atrirostris,22723532,Black-billed Seed-finch,"Black-billed Seed Finch, Black-billed Seed-Finch",Oryzoborus atrirostris
Sporophila beltoni,103818207,Tropeiro Seedeater,,
Sporophila bouvreuil,103817972,Copper Seedeater,,
Sporophila bouvronides,22723431,Lesson's Seedeater,,
Sporophila caerulescens,22723451,Double-collared Seedeater,,
Sporophila castaneiventris,22723492,Chestnut-bellied Seedeater,,
Sporophila cinnamomea,22723499,Chestnut Seedeater,,
Sporophila collaris,22723428,Rusty-collared Seedeater,,
Sporophila corvina,103817300,Black Seedeater,,
Sporophila crassirostris,22723527,Large-billed Seed-finch,"Large-billed Seed Finch, Large-billed Seed-Finch",Oryzoborus crassirostris
Sporophila falcirostris,22723403,Temminck's Seedeater,,
Sporophila fringilloides,22723567,White-naped Seedeater,,Dolospingus fringilloides
Sporophila frontalis,22723399,Buffy-fronted Seedeater,Buffy-throated Seedeater,
Sporophila funerea,22729107,Thick-billed Seed-finch,Thick-billed Seed-Finch,Oryzoborus funereus
Sporophila hypochroma,22723495,Rufous-rumped Seedeater,Grey-and-chestnut Seedeater,
Sporophila hypoxantha,22723481,Tawny-bellied Seedeater,,
Sporophila iberaensis,103818544,Ibera Seedeater,,Sporophila digiacomoi
Sporophila intermedia,22723410,Grey Seedeater,Gray Seedeater,
Sporophila leucoptera,22723457,White-bellied Seedeater,,
Sporophila lineola,22723434,Lined Seedeater,,
Sporophila luctuosa,22723437,Black-and-white Seedeater,,
Sporophila maximiliani,22723537,Great-billed Seed-finch,"Great-billed Seed Finch, Great-billed Seed-Finch",Oryzoborus maximiliani
Sporophila melanogaster,22723509,Black-bellied Seedeater,,
Sporophila minuta,22723478,Ruddy-breasted Seedeater,,
Sporophila morelleti,22731776,White-collared Seedeater,,
Sporophila murallae,22735320,Caqueta Seedeater,,
Sporophila nigricollis,105963139,Yellow-bellied Seedeater,,Sporophila melanops
Sporophila nigrorufa,22723468,Black-and-tawny Seedeater,,
Sporophila nuttingi,22723522,Nicaraguan Seed-finch,"Nicaraguan Seed Finch, Nicaraguan Seed-Finch",Oryzoborus nuttingi
Sporophila ophthalmica,103817331,Black-breasted Seedeater,,
Sporophila palustris,22723487,Marsh Seedeater,,
Sporophila peruviana,22723460,Parrot-billed Seedeater,,
Sporophila pileata,22724947,Pearly-bellied Seedeater,,
Sporophila plumbea,22723414,Plumbeous Seedeater,,
Sporophila ruficollis,22723484,Dark-throated Seedeater,,
Sporophila schistacea,22723406,Slate-colored Seedeater,Slate-coloured Seedeater,
Sporophila simplex,22723463,Drab Seedeater,,
Sporophila telasco,22733599,Chestnut-throated Seedeater,,
Sporophila torqueola,103816948,Cinnamon-rumped Seedeater,,
Sporopipes frontalis,22718680,Speckle-fronted Weaver,,
Sporopipes squamifrons,22718684,Scaly-fronted Weaver,"Scaly-feathered Finch, Scaly-feathered Weaver, Scaly Weaver",
Stachyris grammiceps,22716248,White-breasted Babbler,White-breasted Tree-babbler,
Stachyris herberti,22716252,Sooty Babbler,,
Stachyris humei,22735087,Blackish-breasted Babbler,,Sphenocichla humei
Stachyris leucotis,22716268,White-necked Babbler,,
Stachyris maculata,22716277,Chestnut-rumped Babbler,,
Stachyris nigriceps,22716255,Grey-throated Babbler,,
Stachyris nigricollis,22716271,Black-throated Babbler,,
Stachyris nonggangensis,22735635,Nonggang Babbler,,
Stachyris oglei,22716261,Snowy-throated Babbler,Austen's Babbler,
Stachyris poliocephala,22716258,Grey-headed Babbler,,
Stachyris roberti,22734558,Chevron-breasted Babbler,,Sphenocichla roberti
Stachyris strialata,22716265,Spot-necked Babbler,,
Stachyris thoracica,22716274,White-bibbed Babbler,,
Stactolaema anchietae,22681724,Anchieta's Barbet,,
Stactolaema leucogrammica,22726061,White-lined Barbet,,
Stactolaema leucotis,22726050,White-eared Barbet,,
Stactolaema whytii,22681728,Whyte's Barbet,,
Stagonopleura bella,22719654,Beautiful Firetail,,
Stagonopleura guttata,22719660,Diamond Firetail,,
Stagonopleura oculata,22719657,Red-eared Firetail,,
Staphida castaniceps,22735197,Striated Yuhina,,"Yuhina castaniceps, Ixulus castaniceps"
Staphida everetti,22716725,Chestnut-crested Yuhina,,"Yuhina everetti, Staphidia everetti"
Staphida torqueola,22734618,Indochinese Yuhina,,"Yuhina torqueola, Siva torqueola"
Starnoenas cyanocephala,22690970,Blue-headed Quail-dove,Blue-headed Quail-Dove,
Steatornis caripensis,22689633,Oilbird,,
Steganopus tricolor,22693472,Wilson's Phalarope,,"Phalaropus tricolor tricolor, Phalaropus tricolor"
Stelgidillas gracilirostris,22712791,Slender-billed Greenbul,,Andropadus gracilirostris
Stelgidopteryx ridgwayi,22712157,Yucatan Rough-winged Swallow,Ridgway's Rough-winged Swallow,
Stelgidopteryx ruficollis,22712162,Southern Rough-winged Swallow,,
Stelgidopteryx serripennis,22712152,Northern Rough-winged Swallow,,
Stenostira scita,22714939,Fairy Flycatcher,Fairy Warbler,
Stephanoaetus coronatus,22696201,Crowned Eagle,Crowned Hawk-Eagle,
Stephanophorus diadematus,22722656,Diademed Tanager,,
Stephanoxis lalandi,22725751,Green-crowned Plovercrest,"Black-breasted Plovercrest, Plovercrest",
Stephanoxis loddigesii,22725761,Violet-crowned Plovercrest,,
Stercorarius longicaudus,22694251,Long-tailed Jaeger,Long-tailed Skua,
Stercorarius parasiticus,22694245,Arctic Jaeger,Arctic Skua,
Stercorarius pomarinus,22694240,Pomarine Jaeger,Pomarine Skua,
Sterna acuticauda,22694711,Black-bellied Tern,,
Sterna aurantia,22694537,River Tern,Indian River Tern,
Sterna dougallii,22694601,Roseate Tern,,
Sterna forsteri,22694646,Forster's Tern,,
Sterna hirundinacea,22694618,South American Tern,,
Sterna hirundo,22694623,Common Tern,,
Sterna paradisaea,22694629,Arctic Tern,,
Sterna repressa,22694705,White-cheeked Tern,,
Sterna striata,22694607,White-fronted Tern,,
Sterna sumatrana,22694612,Black-naped Tern,,
Sterna trudeaui,22694651,Snowy-crowned Tern,,
Sterna virgata,22694641,Kerguelen Tern,,
Sterna vittata,22694635,Antarctic Tern,,
Sternoclyta cyanopectus,22687753,Violet-chested Hummingbird,,
Sternula albifrons,22694656,Little Tern,,"Sternula albifrons, Sterna albifrons"
Sternula antillarum,22694673,Least Tern,,"Sternula antillarum, Sterna antillarum"
Sternula balaenarum,22694699,Damara Tern,,Sterna balaenarum
Sternula lorata,22694685,Peruvian Tern,,Sterna lorata
Sternula nereis,22694691,Fairy Tern,,"Sterna nereis, Sternula nereis"
Sternula saundersi,22694666,Saunders's Tern,Saunders' Little Tern,Sterna saundersi
Sternula superciliaris,22694679,Yellow-billed Tern,,"Sternula superciliaris, Sterna superciliaris"
Sterrhoptilus capitalis,22716207,Rusty-crowned Babbler,,Stachyris capitalis
Sterrhoptilus dennistouni,22716201,Golden-crowned Babbler,,Stachyris dennistouni
Sterrhoptilus nigrocapitatus,22716204,Black-crowned Babbler,,Stachyris nigrocapitata
Stictonetta naevosa,22679836,Freckled Duck,,
Stigmatura bahiae,22731687,Bahia Wagtail-tyrant,,
Stigmatura budytoides,22699365,Greater Wagtail-tyrant,Greater Wagtail-Tyrant,
Stigmatura napensis,103681041,Lesser Wagtail-tyrant,,
Stiltia isabella,22694157,Australian Pratincole,,
Stiphrornis erythrothorax,103763077,Orange-breasted Forest-robin,,
Stiphrornis pyrrholaemus,22735640,Olive-backed Forest-robin,,
Stiphrornis xanthogaster,103762997,Yellow-breasted Forest-robin,,
Stipiturus malachurus,22703772,Southern Emu-wren,Southern Emuwren,
Stipiturus mallee,22703776,Mallee Emu-wren,Mallee Emuwren,
Stipiturus ruficeps,22703768,Rufous-crowned Emu-wren,Rufous-crowned Emuwren,
Stizorhina finschi,103879069,Finsch's Flycatcher-thrush,,
Stizorhina fraseri,103878959,Rufous Flycatcher-thrush,,
Stomiopera flava,22704064,Yellow Honeyeater,,Lichenostomus flavus
Stomiopera unicolor,22704067,White-gaped Honeyeater,,Lichenostomus unicolor
Strepera fuliginosa,22706296,Black Currawong,,
Strepera graculina,22706293,Pied Currawong,,
Strepera versicolor,22706299,Grey Currawong,,
Streptocitta albertinae,22710981,Bare-eyed Myna,Sula Starling,
Streptocitta albicollis,103878446,Southern White-necked Myna,,
Streptocitta torquata,103878479,Northern White-necked Myna,,
Streptopelia bitorquata,22727521,Sunda Collared-dove,"Island Collared-dove, Island Collared Dove, Island Collared-Dove",
Streptopelia capicola,22690488,Ring-necked Dove,Cape Turtle Dove,
Streptopelia decaocto,22727811,Eurasian Collared-dove,Collared Dove,
Streptopelia decipiens,22690477,Mourning Collared-dove,"African Mourning Dove, Mourning Collared Dove, Mourning Collared-Dove",
Streptopelia dusumieri,22727533,Philippine Collared-dove,,
Streptopelia hypopyrrha,22690426,Adamawa Turtle-dove,"Adamawa Turtle Dove, Adamawa Turtle-Dove",
Streptopelia lugens,22690432,Dusky Turtle-dove,"Dusky Turtle Dove, Dusky Turtle-Dove, Pink-breasted Turtle Dove",
Streptopelia orientalis,22690439,Oriental Turtle-dove,"Oriental Turtle Dove, Oriental Turtle-Dove, Rufous Turtle Dove",
Streptopelia reichenowi,22690529,White-winged Collared-dove,"White-winged Collared Dove, White-winged Collared-Dove, White-winged Dove",
Streptopelia roseogrisea,22690515,African Collared-dove,"African Collared Dove, African Collared-Dove, Barbary Dove, Ringed Turtle-Dove, Rose-grey Dove",Streptopelia risoria risoria
Streptopelia semitorquata,22690499,Red-eyed Dove,,
Streptopelia tranquebarica,22690493,Red Turtle-dove,"Red Collared Dove, Red Collared-Dove, Red Turtle Dove",
Streptopelia turtur,22690419,European Turtle-dove,"European Turtle Dove, European Turtle-Dove, Turtle Dove",
Streptopelia vinacea,22690484,Vinaceous Dove,,
Streptopelia xanthocycla,22727819,Burmese Collared-dove,,Turtur decaocta
Streptoprocne biscutata,22686479,Biscutate Swift,,
Streptoprocne phelpsi,22686434,Tepui Swift,,Cypseloides phelpsi
Streptoprocne rutila,22686424,Chestnut-collared Swift,,"Cypseloides rutilus, Cypseloides rutilus rutila"
